# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 22 07:19:58 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5351250,K00408.04,Kepler-150 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.428063060,1.9900000e-05,-1.9900000e-05,132.3626800,5.340000e-03,-5.340000e-03,0.0820,0.3770,-0.0820,2.41700,0.14400,-0.14400,178.4,12.6,-12.6,1.21,0.14,-0.10,1131.0,,,386.14,138.06,-82.18,16.60,4,q1_q17_dr25_tce,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,288.234100,40.520901,14.985
5351250,K00408.05,,FALSE POSITIVE,FALSE POSITIVE,0.0050,1,0,0,0,93.803766000,1.1540000e-03,-1.1540000e-03,170.5591600,9.080000e-03,-9.080000e-03,0.6300,0.3250,-0.4110,2.94600,0.28600,-0.28600,460.1,58.1,-58.1,2.05,0.25,-0.16,375.0,,,4.69,1.68,-1.00,8.60,5,q1_q17_dr25_tce,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,288.234100,40.520901,14.985
5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,440.784375500,9.2080000e-04,-9.2080000e-04,139.3535000,1.670000e-03,-1.670000e-03,0.4240,0.0390,-0.2750,21.69300,0.13000,-0.13000,2579.0,16.1,-16.1,7.23,2.00,-2.00,308.0,,,2.14,1.74,-1.16,181.00,1,q1_q17_dr25_tce,6340.00,171.00,-209.00,4.163,0.246,-0.164,1.3930,0.3850,-0.3850,288.474850,40.651360,13.771
5437945,K03791.02,Kepler-460 c,CONFIRMED,CANDIDATE,0.9020,0,0,0,0,220.142913000,1.2890000e-03,-1.2890000e-03,245.9413900,2.840000e-03,-2.840000e-03,0.0230,0.3340,-0.0230,19.52800,0.17300,-0.17300,1796.4,15.7,-15.7,5.94,1.65,-1.64,389.0,,,5.40,4.38,-2.93,121.20,2,q1_q17_dr25_tce,6340.00,171.00,-209.00,4.163,0.246,-0.164,1.3930,0.3850,-0.3850,288.474850,40.651360,13.771
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.335286750,1.9890000e-05,-1.9890000e-05,174.0027800,1.030000e-03,-1.030000e-03,0.7730,0.0060,-0.5430,3.89700,0.07710,-0.07710,3081.4,39.0,-39.0,5.00,0.49,-0.18,610.0,,,32.67,9.96,-4.63,86.60,2,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,31.330461350,3.9770000e-05,-3.9770000e-05,153.4303100,1.030000e-03,-1.030000e-03,0.7980,0.0210,-0.0430,5.17600,0.10200,-0.10200,5073.8,48.4,-48.4,6.50,0.64,-0.23,481.0,,,12.61,3.84,-1.79,117.20,1,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.546261490,2.6680000e-05,-2.6680000e-05,133.8596400,3.170000e-03,-3.170000e-03,0.6440,0.2950,-0.4380,2.75000,0.11100,-0.11100,655.9,30.0,-30.0,2.19,0.22,-0.08,810.0,,,101.78,31.02,-14.45,24.80,3,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.04,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,269.306232000,7.2510000e-03,-7.2510000e-03,285.6272000,1.600000e-02,-1.600000e-02,1.2190,69.5500,-1.0870,14.93100,0.97800,-0.97800,1708.0,109.0,-109.0,24.00,2.35,-0.85,235.0,,,0.72,0.21,-0.11,18.10,4,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.05,,CANDIDATE,CANDIDATE,0.0000,1,0,0,0,499.473380000,1.1870000e-02,-1.1870000e-02,455.5672000,1.360000e-02,-1.360000e-02,0.7930,0.1590,-0.5600,12.24800,0.57500,-0.57500,1662.0,112.0,-112.0,3.71,0.36,-0.14,191.0,,,0.31,0.10,-0.04,15.70,5,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,0,0,0,0,80.872346900,1.4680000e-04,-1.4680000e-04,203.8950000,1.310000e-03,-1.310000e-03,0.5270,0.0800,-0.3090,11.19500,0.13000,-0.13000,3604.6,25.9,-25.9,7.59,1.24,-1.52,452.0,,,9.88,4.30,-3.87,160.90,1,q1_q17_dr25_tce,5510.00,82.00,-71.00,4.222,0.195,-0.105,1.2380,0.2020,-0.2470,287.154300,41.565788,15.201
6372194,K05278.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,281.592157700,7.8820000e-04,-7.8820000e-04,261.8178600,2.230000e-03,-2.230000e-03,0.6410,0.1000,-0.2860,5.67300,0.14500,-0.14500,9312.0,148.0,-148.0,7.22,1.15,-0.62,225.0,,,0.61,0.33,-0.17,76.00,1,q1_q17_dr25_tce,5330.00,187.00,-187.00,4.627,0.032,-0.097,0.7130,0.1140,-0.0610,294.335940,41.747532,15.870
6443093,K05284.01,,CANDIDATE,CANDIDATE,0.9570,0,0,0,0,389.316341000,2.4930000e-03,-2.4930000e-03,351.3604900,5.400000e-03,-5.400000e-03,1.2020,7.0610,-0.4700,5.49000,0.20600,-0.20600,2599.8,90.1,-90.1,27.61,7.70,-3.29,245.0,,,0.86,0.70,-0.27,34.70,1,q1_q17_dr25_tce,5731.00,153.00,-170.00,4.440,0.098,-0.182,0.9580,0.2670,-0.1140,291.890350,41.816818,14.570
6517255,K05291.01,,CANDIDATE,CANDIDATE,,0,0,0,0,525.560452000,5.1550000e-03,-5.1550000e-03,440.3336900,6.720000e-03,-6.720000e-03,0.0878,0.3778,-0.0876,2.32700,0.44300,-0.44300,1196.0,166.0,-166.0,12.74,6.86,-3.59,359.0,,,3.92,6.22,-2.10,10.90,1,q1_q16_tce,4954.00,110.00,-130.00,3.408,0.229,-0.324,3.7960,2.0460,-1.0700,290.216060,41.954571,13.795
6867155,K00868.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,235.998639900,2.7730000e-04,-2.7730000e-04,208.3998220,8.980000e-04,-8.980000e-04,0.7780,0.0060,-0.0080,8.22840,0.06060,-0.06060,20714.6,91.7,-91.7,10.59,0.35,-0.52,188.0,,,0.29,0.05,-0.04,271.80,1,q1_q17_dr25_tce,4245.00,85.00,-85.00,4.627,0.030,-0.018,0.6570,0.0220,-0.0320,293.007970,42.307201,15.172
6878240,K02681.01,Kepler-397 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,135.497825600,3.3640000e-04,-3.3640000e-04,233.6923000,2.090000e-03,-2.090000e-03,0.8040,0.0120,-0.0950,6.76900,0.18100,-0.18100,5038.1,77.2,-77.2,6.01,0.41,-0.34,295.0,,,1.80,0.42,-0.32,73.20,1,q1_q17_dr25_tce,5307.00,105.00,-105.00,4.572,0.041,-0.054,0.7570,0.0520,-0.0420,295.894100,42.380451,15.996
6878240,K02681.02,Kepler-397 b,CONFIRMED,CANDIDATE,0.9600,0,0,0,0,22.250850900,1.3700000e-04,-1.3700000e-04,149.4332600,5.060000e-03,-5.060000e-03,0.7710,0.1800,-0.5450,1.74500,0.16600,-0.16600,618.7,64.0,-64.0,2.07,0.15,-0.11,539.0,,,20.01,4.70,-3.53,11.40,2,q1_q17_dr25_tce,5307.00,105.00,-105.00,4.572,0.041,-0.054,0.7570,0.0520,-0.0420,295.894100,42.380451,15.996
7198587,K05369.01,,CANDIDATE,CANDIDATE,,0,0,0,0,651.358046000,6.4440000e-03,-6.4440000e-03,213.1816200,7.710000e-03,-7.710000e-03,0.0946,0.3618,-0.0945,4.38400,0.29000,-0.29000,570.8,60.9,-60.9,14.58,0.91,-3.72,411.0,,,6.75,1.46,-3.55,11.00,1,q1_q16_tce,5122.00,96.00,-198.00,3.172,0.032,-0.028,6.2610,0.3940,-1.5950,291.265840,42.739491,12.888
7282470,K05379.01,,CANDIDATE,CANDIDATE,,0,0,0,0,520.655224000,9.6470000e-03,-9.6470000e-03,160.5611000,1.310000e-02,-1.310000e-02,0.2674,0.1642,-0.2674,12.94000,0.48100,-0.48100,314.9,23.1,-23.1,7.58,3.46,-2.57,401.0,,,6.12,7.96,-3.74,14.40,1,q1_q16_tce,5227.00,107.00,-151.00,3.321,0.252,-0.298,4.3130,1.9680,-1.4620,291.922700,42.892921,12.518
7363829,K01356.01,,CANDIDATE,CANDIDATE,,0,0,0,0,384.025706820,,,335.8161690,,,,,,14.56000,,,,,,,,,,,,,,,,,,,,,,,,,,,292.119900,42.931679,15.206
7383840,K05385.01,,CANDIDATE,CANDIDATE,,0,0,0,0,331.709180000,2.8250000e-02,-2.8250000e-02,312.6153000,7.120000e-02,-7.120000e-02,78.4871,22.4600,-17.3400,7.44000,1.50000,-1.50000,3463.0,741.0,-741.0,6815.75,2159.00,-524.90,221.0,,,0.56,0.58,-0.14,9.50,1,q1_q16_tce,5282.00,205.00,-164.00,4.565,0.029,-0.194,0.8050,0.2550,-0.0620,297.398560,42.991539,15.540
7619236,K00682.01,,CANDIDATE,CANDIDATE,,0,0,0,0,562.172591400,7.7430000e-04,-7.7430000e-04,185.9685470,9.990000e-04,-9.990000e-04,0.7801,0.0166,-0.0130,9.88410,0.09810,-0.09810,5877.8,37.8,-37.8,10.90,1.96,-1.72,241.0,,,0.80,0.40,-0.27,208.40,,,5589.00,102.00,-108.00,4.229,0.134,-0.116,1.2890,0.2310,-0.2040,295.198000,43.269508,13.916
7630229,K00683.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,278.124397900,4.4370000e-04,-4.4370000e-04,177.5183100,1.280000e-03,-1.280000e-03,0.8710,0.0140,-0.6120,3.97800,0.12500,-0.12500,2297.8,44.8,-44.8,5.86,0.94,-0.50,286.0,,,1.57,0.70,-0.36,58.50,1,q1_q17_dr25_tce,5799.00,104.00,-116.00,4.408,0.066,-0.123,1.0500,0.1670,-0.0900,297.824310,43.258381,13.714
7731281,K05416.01,Kepler-1628 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,76.377855000,1.8250000e-03,-1.8250000e-03,146.3485000,3.150000e-02,-3.150000e-02,0.5770,0.2690,-0.3630,4.80900,0.16300,-0.16300,11004.0,320.0,-320.0,6.28,0.40,-0.80,240.0,,,0.78,0.24,-0.27,38.60,1,q1_q17_dr25_tce,3869.00,133.00,-147.00,4.674,0.068,-0.023,0.5840,0.0370,-0.0740,281.633700,43.411579,16.595
7811397,K01477.01,,CANDIDATE,CANDIDATE,0.9220,0,0,0,0,169.497608500,6.7690000e-04,-6.7690000e-04,228.9999700,2.760000e-03,-2.760000e-03,0.6250,0.0470,-0.4060,7.77000,0.20000,-0.20000,12192.0,169.0,-169.0,9.06,0.90,-0.28,272.0,,,1.29,0.37,-0.14,82.80,1,q1_q17_dr25_tce,5270.00,84.00,-73.00,4.592,0.009,-0.077,0.7870,0.0780,-0.0240,287.653960,43.505718,15.917
7917068,K05446.01,,CANDIDATE,CANDIDATE,,0,0,0,0,416.950400000,1.1340000e-02,-1.1340000e-02,227.3920000,1.750000e-02,-1.750000e-02,0.9542,0.0034,-0.6668,4.02600,0.97700,-0.97700,479.8,80.3,-80.3,7.35,3.07,-3.98,377.0,,,4.77,5.97,-3.87,6.90,1,q1_q16_tce,5751.00,169.00,-155.00,3.708,0.535,-0.216,2.6110,1.0880,-1.4130,299.341030,43.643162,12.692
8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,0.1030,1,0,0,0,431.517340000,1.0910000e-03,-1.0910000e-03,391.6973200,1.400000e-03,-1.400000e-03,0.7180,0.0190,-0.0180,16.42000,0.11900,-0.11900,5332.7,30.4,-30.4,10.28,3.35,-1.80,287.0,,,1.60,1.55,-0.67,206.20,1,q1_q17_dr25_tce,6221.00,177.00,-243.00,4.294,0.112,-0.208,1.3120,0.4280,-0.2300,284.729490,43.864216,13.922
8168509,K07589.01,,CANDIDATE,CANDIDATE,,0,0,0,0,414.450080000,1.2100000e-02,-1.2100000e-02,318.0665000,2.450000e-02,-2.450000e-02,0.9853,17.9000,-0.0761,19.15000,1.10000,-1.10000,729.5,50.6,-50.6,7.01,4.33,-1.51,364.0,,,4.17,8.13,-2.01,19.00,1,q1_q17_dr24_tce,7037.00,215.00,-299.00,4.136,0.135,-0.135,1.6830,1.0400,-0.3610,292.825900,44.098389,13.913
8240617,K02474.01,,CANDIDATE,CANDIDATE,,0,0,0,0,176.845697000,2.7530000e-03,-2.7530000e-03,197.2779400,8.630000e-03,-8.630000e-03,1.4653,0.1179,-0.5462,3.81200,0.92300,-0.92300,431.6,87.1,-87.1,42.05,18.73,-3.90,291.0,,,1.69,2.38,-0.46,7.70,,,5592.00,205.00,-169.00,4.541,0.051,-0.272,0.7970,0.3550,-0.0740,294.397490,44.124199,14.182
8800954,K01274.01,Kepler-421 b,CONFIRMED,CANDIDATE,,0,0,0,0,704.962626000,9.0500000e-03,-9.0500000e-03,492.7717800,3.980000e-03,-3.980000e-03,0.8495,0.0063,-0.3772,18.00300,0.73200,-0.73200,2319.1,58.1,-58.1,4.53,0.35,-0.36,178.0,,,0.24,0.06,-0.05,96.10,,,5305.00,121.00,-95.00,4.489,0.076,-0.046,0.8180,0.0620,-0.0660,283.256810,45.087780,13.354
9011955,K08279.01,,CANDIDATE,CANDIDATE,0.7020,0,0,0,0,367.089600000,2.2810000e-02,-2.2810000e-02,178.6744000,4.220000e-02,-4.220000e-02,1.2420,72.9900,-3.6310,28.02000,1.40000,-1.40000,2092.3,93.5,-93.5,35.30,12.32,-4.11,281.0,,,1.48,1.53,-0.50,27.70,1,q1_q17_dr25_tce,6268.00,173.00,-260.00,4.429,0.058,-0.232,1.1000,0.3840,-0.1280,287.867370,45.321289,15.267
9079767,K05610.01,,CANDIDATE,CANDIDATE,,0,0,0,0,495.404620000,7.0230000e-03,-7.0230000e-03,241.0000000,1.330000e-02,-1.330000e-02,2.3238,1.3020,-1.4730,0.63000,1.60000,-1.60000,904.0,247.0,-247.0,152.21,61.56,-12.85,248.0,,,0.90,1.05,-0.24,5.50,1,q1_q16_tce,6225.00,156.00,-189.00,4.450,0.042,-0.268,1.0310,0.4170,-0.0870,287.818150,45.404732,13.825
9147029,K05626.01,,CANDIDATE,CANDIDATE,,0,0,0,0,397.499229000,3.1570000e-03,-3.1570000e-03,418.7619400,4.040000e-03,-4.040000e-03,0.5839,0.0017,-0.4824,8.01900,0.18900,-0.18900,2629.7,94.5,-94.5,6.57,3.90,-0.91,293.0,,,1.73,3.15,-0.64,34.80,1,q1_q16_tce,6423.00,170.00,-267.00,4.370,0.066,-0.338,1.2310,0.7300,-0.1700,288.435820,45.519852,15.312
9214713,K00422.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,809.014188100,9.2140000e-04,-9.2140000e-04,250.6342420,6.380000e-04,-6.380000e-04,0.7170,0.0110,-0.0140,8.30170,0.06190,-0.06190,16311.3,92.8,-92.8,14.38,4.48,-1.92,216.0,,,0.51,0.47,-0.17,212.90,1,q1_q17_dr25_tce,6230.00,169.00,-206.00,4.397,0.087,-0.203,1.0470,0.3260,-0.1400,290.389830,45.665329,14.740
9363944,K05660.01,,CANDIDATE,CANDIDATE,,0,0,0,0,402.209690000,1.1020000e-02,-1.1020000e-02,369.5086000,1.680000e-02,-1.680000e-02,0.3779,0.0848,-0.3775,5.29800,0.67700,-0.67700,472.5,68.9,-68.9,10.03,7.04,-3.19,452.0,,,9.86,21.70,-5.71,9.50,1,q1_q16_tce,4961.00,124.00,-124.00,3.131,0.309,-0.372,4.6490,3.2660,-1.4760,299.035280,45.869289,13.660
9425139,K01411.01,,CANDIDATE,CANDIDATE,0.9950,0,0,0,0,305.076246900,4.6780000e-04,-4.6780000e-04,294.0679400,1.210000e-03,-1.210000e-03,0.6950,0.0470,-0.3750,6.25500,0.13600,-0.13600,4042.8,43.3,-43.3,7.82,1.25,-0.84,284.0,,,1.53,0.69,-0.40,113.40,1,q1_q17_dr25_tce,5716.00,103.00,-114.00,4.348,0.095,-0.116,1.1550,0.1860,-0.1240,298.995090,45.909512,13.377
9512981,K01466.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,281.562888900,3.8350000e-04,-3.8350000e-04,357.9965710,7.370000e-04,-7.370000e-04,0.0000,0.1070,0.0000,8.85300,0.02860,-0.02860,21012.0,102.0,-102.0,10.83,0.37,-0.70,214.0,,,0.49,0.07,-0.09,237.10,1,q1_q17_dr25_tce,4810.00,76.00,-76.00,4.536,0.064,-0.016,0.7760,0.0270,-0.0500,284.849880,46.138950,15.962
9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,20.740286450,2.9650000e-05,-2.9650000e-05,142.8000300,1.120000e-03,-1.120000e-03,0.4310,0.0370,-0.3630,10.39390,0.06260,-0.06260,1023.3,7.5,-7.5,4.24,0.75,-0.57,798.0,,,95.68,46.87,-29.35,155.30,1,q1_q17_dr25_tce,6226.00,112.00,-124.00,4.264,0.115,-0.115,1.2990,0.2310,-0.1730,297.045410,46.328701,13.955
9663113,K00179.02,Kepler-458 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,572.376632000,6.2150000e-03,-6.2150000e-03,306.5100600,4.250000e-03,-4.250000e-03,0.7120,0.0630,-0.3320,24.42000,0.55900,-0.55900,1743.4,22.3,-22.3,5.80,1.04,-0.77,264.0,,,1.15,0.56,-0.35,78.60,2,q1_q17_dr25_tce,6226.00,112.00,-124.00,4.264,0.115,-0.115,1.2990,0.2310,-0.1730,297.045410,46.328701,13.955
9772531,K00950.01,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,31.201692472,3.7010000e-06,-3.7010000e-06,183.4076137,9.570000e-05,-9.570000e-05,0.0010,0.3580,-0.1120,2.15663,0.00988,-0.00988,34513.7,74.7,-74.7,8.31,0.52,-0.63,286.0,,,1.59,0.31,-0.32,607.40,1,q1_q17_dr25_tce,3748.00,56.00,-61.00,4.796,0.042,-0.028,0.4490,0.0280,-0.0340,292.657040,46.537338,15.798
